material_id,formula,elements,density,band_gap,energy_above_hull,formation_energy_per_atom,is_stable
mp-753431,LiMn2O2F3,"F,Li,Mn,O",3.7824864725722516,0.7375999999999999,0.03864814770833558,-2.548330136149424,False
mp-753602,Li3Mn(OF)2,"F,Li,Mn,O",3.289359666280163,2.4193,0.02442540687499939,-2.6377073022413797,False
mp-753612,LiMn2O2F3,"F,Li,Mn,O",3.4571973355115175,0.6333,0.028903411458334638,-2.558074872399425,False
mp-753703,Li3Ni2O2F3,"F,Li,Ni,O",4.199766024714102,2.2142,0.034348318000000155,-2.3515230745,False
mp-753733,Li2MnO2F,"F,Li,Mn,O",3.3776675427192373,2.1464,0.04275090041666907,-2.4519608936829496,False
mp-753845,LiCuO2,"Cu,Li,O",3.714547740110428,0.2729999999999999,0.03745871937499956,-1.4131226914583332,False
mp-754427,LiFe3(OF3)2,"F,Fe,Li,O",3.907515548374247,1.9676000000000002,0.01240559541666375,-2.467506870277777,False
mp-754656,LiMnO2,"Li,Mn,O",4.2431690975495275,1.1872999999999996,0.0,-2.159869964066093,True
mp-754758,Li2FeO2F,"F,Fe,Li,O",3.6281757103420347,1.8355999999999997,0.0027761770833345523,-2.3486468061111108,False
mp-754977,LiFeO2,"Fe,Li,O",4.072462090238454,1.7748999999999997,0.03876719812499996,-1.9061695495833328,False
mp-755094,Li2FeO2,"Fe,Li,O",3.1497156504431154,1.7893000000000001,0.002024537500000534,-1.8779757583333327,False
mp-755243,Li5CuSO2,"Cu,Li,O,S",2.3300404314862373,2.3831999999999995,0.045453221840276115,-1.6485596715740745,False
mp-755297,Li2CoO2,"Co,Li,O",3.945060186623001,2.5492,0.026959160625001033,-1.7376266233333333,False
mp-755562,LiMnO2,"Li,Mn,O",3.986105021811459,0.9007000000000001,0.03548980374999999,-2.1243801603160932,False
mp-755709,LiFeO2,"Fe,Li,O",4.3632447001277095,1.6166999999999998,0.0012790318749997809,-1.943657715833333,False
mp-756362,LiCrO2,"Cr,Li,O",4.311589282646661,3.0591000000000004,0.001555665624999314,-2.4070661877083337,False
mp-756446,LiNiO2,"Li,Ni,O",4.705261081541009,0.0,0.03048061833333371,-1.4675106808333331,False
mp-756475,LiMnO2,"Li,Mn,O",4.097981922598679,0.8066,0.04981186925000003,-2.1100580948160923,False
mp-756497,LiFeO2,"Fe,Li,O",4.14365514893112,1.4355000000000002,0.027375911374999617,-1.9175608363333325,False
mp-756747,LiMnO2,"Li,Mn,O",4.156334051873425,0.022699999999999942,0.03208548083333351,-2.127784483232759,False
mp-757088,Li4Fe7(OF7)2,"F,Fe,Li,O",3.5123404609307083,3.0765,0.03485810129629563,-2.5611645860493826,False
mp-757614,LiFeO2,"Fe,Li,O",4.365992914117121,1.6202000000000005,0.0,-1.9449367477083328,True
mp-758524,Li2NiO2F,"F,Li,Ni,O",3.938327551842005,0.0,0.012050426388890756,-2.0414089244444438,False
mp-758805,Li2VO2F,"F,Li,O,V",3.454735493481927,0.9741,0.0497824116666683,-2.6675367677777775,False
mp-758901,LiVO2,"Li,O,V",3.9262600104882788,1.2487,0.04810110724999905,-2.445679934833335,False
mp-759285,Li4Fe7(OF7)2,"F,Fe,Li,O",3.4796783606417705,3.0404,0.048707427962962235,-2.547315259382716,False
mp-759509,Li2MnO2F,"F,Li,Mn,O",3.2084802923863998,2.2011000000000003,0.0424299962500001,-2.4522817978496154,False
mp-759720,LiCuO2,"Cu,Li,O",3.709020811027019,0.4525000000000001,0.036762587500000166,-1.4138188233333326,False
mp-760112,Li2MnO2F,"F,Li,Mn,O",3.6837481405596852,0.0,0.04816267541666974,-2.4465491186829493,False
mp-760272,LiV(OF)2,"F,Li,O,V",3.074336255762621,2.0841,0.03102441166667358,-2.686050223888889,False
mp-762454,LiCrO2,"Cr,Li,O",4.16506727213112,1.7688999999999995,0.03786809562499993,-2.370753757708333,False
mp-763051,Li2VO2F,"F,Li,O,V",3.4758422321577798,1.8068999999999997,0.004510747916667945,-2.712808431527778,False
mp-764063,Li2CoO2F,"Co,F,Li,O",4.1957793674475585,0.6811999999999996,0.002338541666667915,-2.216233123611111,False
mp-764648,LiTiO2,"Li,O,Ti",3.9320107008907326,0.0,0.02939731624999986,-2.9499596316666663,False
mp-765310,Li5Ni2O2F5,"F,Li,Ni,O",3.7398356843802225,2.1843000000000004,0.02514879321428598,-2.5831580454761913,False
mp-765626,LiV(OF)2,"F,Li,O,V",3.1569005500554765,2.26,0.004580910416673412,-2.712493725138889,False
mp-1575674,LiMnBO3,"B,Li,Mn,O",2.7987790456463904,2.702,0.04978448250000156,-2.465175132155172,False
mp-1639253,LiNi2O3,"Li,Ni,O",5.3329387625541305,0.0,0.003399474305557426,-1.401289825138889,False
mp-1639950,LiMn2O3,"Li,Mn,O",4.44293924929515,0.476,0.04309335625000088,-2.0743432086159004,False
mp-1639919,LiMn2O3,"Li,Mn,O",4.4590421404155265,0.23240000000000016,0.04326188958333432,-2.074174675282567,False
mp-1644676,LiNi2O3,"Li,Ni,O",5.331941280024384,0.0,0.0077739172222237585,-1.396915382222223,False
mp-770537,LiMn2O3,"Li,Mn,O",4.4387569963320805,0.0,0.04545772291666683,-2.071978841949234,False
